"Facility ID","Measure ID","Value","Footnote","Start Date","End Date"
050782,MSPB-1,1.114883,,01/01/2024,12/31/2024
050783,MSPB-1,0.990993,,01/01/2024,12/31/2024
050784,MSPB-1,1.021132,,01/01/2024,12/31/2024
050785,MSPB-1,0.811789,,01/01/2024,12/31/2024
050854,MSPB-1,1.029643,,01/01/2024,12/31/2024
050855,MSPB-1,0.888939,,01/01/2024,12/31/2024
060001,MSPB-1,1.076866,,01/01/2024,12/31/2024
060003,MSPB-1,0.998036,,01/01/2024,12/31/2024
060004,MSPB-1,1.076103,,01/01/2024,12/31/2024
060006,MSPB-1,0.955352,,01/01/2024,12/31/2024
060008,MSPB-1,1.109803,,01/01/2024,12/31/2024
060009,MSPB-1,0.989134,,01/01/2024,12/31/2024
060010,MSPB-1,0.980151,,01/01/2024,12/31/2024
060011,MSPB-1,0.888149,,01/01/2024,12/31/2024
060012,MSPB-1,0.912562,,01/01/2024,12/31/2024
060013,MSPB-1,0.896473,,01/01/2024,12/31/2024
060014,MSPB-1,1.013989,,01/01/2024,12/31/2024
060015,MSPB-1,1.040144,,01/01/2024,12/31/2024
060020,MSPB-1,1.002614,,01/01/2024,12/31/2024
060022,MSPB-1,0.998676,,01/01/2024,12/31/2024
060023,MSPB-1,1.037654,,01/01/2024,12/31/2024
060024,MSPB-1,0.958170,,01/01/2024,12/31/2024
060027,MSPB-1,0.919459,,01/01/2024,12/31/2024
060028,MSPB-1,0.964156,,01/01/2024,12/31/2024
060030,MSPB-1,0.985982,,01/01/2024,12/31/2024
060031,MSPB-1,1.003061,,01/01/2024,12/31/2024
060032,MSPB-1,1.021318,,01/01/2024,12/31/2024
060034,MSPB-1,1.079134,,01/01/2024,12/31/2024
060044,MSPB-1,0.960682,,01/01/2024,12/31/2024
060049,MSPB-1,0.824832,,01/01/2024,12/31/2024
060054,MSPB-1,0.966628,,01/01/2024,12/31/2024
060064,MSPB-1,0.933719,,01/01/2024,12/31/2024
060065,MSPB-1,1.012587,,01/01/2024,12/31/2024
060071,MSPB-1,0.956297,,01/01/2024,12/31/2024
060075,MSPB-1,0.995631,,01/01/2024,12/31/2024
060076,MSPB-1,0.905015,,01/01/2024,12/31/2024
060096,MSPB-1,0.902614,,01/01/2024,12/31/2024
060100,MSPB-1,1.005161,,01/01/2024,12/31/2024
060103,MSPB-1,0.955390,,01/01/2024,12/31/2024
060104,MSPB-1,0.983823,,01/01/2024,12/31/2024
060107,MSPB-1,N/A,1,01/01/2024,12/31/2024
060112,MSPB-1,1.035340,,01/01/2024,12/31/2024
060113,MSPB-1,0.995366,,01/01/2024,12/31/2024
060114,MSPB-1,0.913032,,01/01/2024,12/31/2024
060116,MSPB-1,0.995804,,01/01/2024,12/31/2024
060117,MSPB-1,0.761431,,01/01/2024,12/31/2024
060118,MSPB-1,0.848000,,01/01/2024,12/31/2024
060119,MSPB-1,1.013617,,01/01/2024,12/31/2024
060124,MSPB-1,0.917024,,01/01/2024,12/31/2024
060125,MSPB-1,0.923338,,01/01/2024,12/31/2024
060126,MSPB-1,0.845783,,01/01/2024,12/31/2024
060128,MSPB-1,0.981607,,01/01/2024,12/31/2024
060129,MSPB-1,0.908112,,01/01/2024,12/31/2024
060130,MSPB-1,0.861857,,01/01/2024,12/31/2024
060131,MSPB-1,1.045205,,01/01/2024,12/31/2024
060132,MSPB-1,0.970864,,01/01/2024,12/31/2024
060133,MSPB-1,0.882517,,01/01/2024,12/31/2024
070002,MSPB-1,1.049713,,01/01/2024,12/31/2024
070003,MSPB-1,1.071993,,01/01/2024,12/31/2024
070004,MSPB-1,0.918992,,01/01/2024,12/31/2024
070005,MSPB-1,1.034848,,01/01/2024,12/31/2024
070006,MSPB-1,0.996315,,01/01/2024,12/31/2024
070007,MSPB-1,0.969216,,01/01/2024,12/31/2024
070008,MSPB-1,0.977461,,01/01/2024,12/31/2024
070010,MSPB-1,0.994638,,01/01/2024,12/31/2024
070011,MSPB-1,0.960482,,01/01/2024,12/31/2024
070016,MSPB-1,1.021217,,01/01/2024,12/31/2024
070017,MSPB-1,1.015846,,01/01/2024,12/31/2024
070018,MSPB-1,0.943338,,01/01/2024,12/31/2024
070020,MSPB-1,0.953139,,01/01/2024,12/31/2024
070021,MSPB-1,0.935120,,01/01/2024,12/31/2024
070022,MSPB-1,0.993788,,01/01/2024,12/31/2024
070024,MSPB-1,0.967211,,01/01/2024,12/31/2024
070025,MSPB-1,1.024708,,01/01/2024,12/31/2024
070027,MSPB-1,0.980905,,01/01/2024,12/31/2024
070028,MSPB-1,1.028056,,01/01/2024,12/31/2024
070029,MSPB-1,1.056140,,01/01/2024,12/31/2024
070031,MSPB-1,0.944680,,01/01/2024,12/31/2024
070033,MSPB-1,1.015774,,01/01/2024,12/31/2024
070034,MSPB-1,0.996978,,01/01/2024,12/31/2024
070035,MSPB-1,1.032474,,01/01/2024,12/31/2024
070036,MSPB-1,0.993569,,01/01/2024,12/31/2024
080001,MSPB-1,1.035208,,01/01/2024,12/31/2024
080003,MSPB-1,0.977134,,01/01/2024,12/31/2024
080004,MSPB-1,1.042823,,01/01/2024,12/31/2024
080006,MSPB-1,1.023367,,01/01/2024,12/31/2024
080007,MSPB-1,0.999491,,01/01/2024,12/31/2024
080009,MSPB-1,1.007611,,01/01/2024,12/31/2024
090001,MSPB-1,0.977784,,01/01/2024,12/31/2024
090003,MSPB-1,0.977559,,01/01/2024,12/31/2024
090004,MSPB-1,1.002065,,01/01/2024,12/31/2024
090005,MSPB-1,0.962449,,01/01/2024,12/31/2024
090008,MSPB-1,1.038016,,01/01/2024,12/31/2024
090011,MSPB-1,1.020347,,01/01/2024,12/31/2024
100001,MSPB-1,0.947702,,01/01/2024,12/31/2024
100002,MSPB-1,1.022923,,01/01/2024,12/31/2024
100006,MSPB-1,0.999572,,01/01/2024,12/31/2024
100007,MSPB-1,0.994859,,01/01/2024,12/31/2024
100008,MSPB-1,1.017849,,01/01/2024,12/31/2024
100012,MSPB-1,0.945930,,01/01/2024,12/31/2024
100014,MSPB-1,0.972380,,01/01/2024,12/31/2024
100017,MSPB-1,1.026982,,01/01/2024,12/31/2024
100018,MSPB-1,1.024455,,01/01/2024,12/31/2024
100019,MSPB-1,1.075123,,01/01/2024,12/31/2024
100022,MSPB-1,1.112331,,01/01/2024,12/31/2024
100023,MSPB-1,0.997378,,01/01/2024,12/31/2024
100025,MSPB-1,1.000309,29,01/01/2024,12/31/2024
100026,MSPB-1,1.075277,29,01/01/2024,12/31/2024
100028,MSPB-1,1.051652,,01/01/2024,12/31/2024
100029,MSPB-1,1.140821,,01/01/2024,12/31/2024
100030,MSPB-1,0.977110,,01/01/2024,12/31/2024
100032,MSPB-1,1.105649,,01/01/2024,12/31/2024
100034,MSPB-1,1.015576,,01/01/2024,12/31/2024
100035,MSPB-1,1.030693,,01/01/2024,12/31/2024
100038,MSPB-1,1.035761,,01/01/2024,12/31/2024
100039,MSPB-1,1.059992,,01/01/2024,12/31/2024
100040,MSPB-1,1.010780,29,01/01/2024,12/31/2024
100043,MSPB-1,1.001503,,01/01/2024,12/31/2024
100044,MSPB-1,1.024378,,01/01/2024,12/31/2024
100045,MSPB-1,1.002091,,01/01/2024,12/31/2024
100046,MSPB-1,0.977593,,01/01/2024,12/31/2024
100047,MSPB-1,1.057790,,01/01/2024,12/31/2024
100049,MSPB-1,1.009261,,01/01/2024,12/31/2024
100050,MSPB-1,1.259854,,01/01/2024,12/31/2024
100051,MSPB-1,0.980005,,01/01/2024,12/31/2024
100052,MSPB-1,1.000401,,01/01/2024,12/31/2024
100053,MSPB-1,1.173020,,01/01/2024,12/31/2024
100054,MSPB-1,0.976187,,01/01/2024,12/31/2024
100055,MSPB-1,1.023214,,01/01/2024,12/31/2024
100057,MSPB-1,1.007601,,01/01/2024,12/31/2024
100062,MSPB-1,1.005142,,01/01/2024,12/31/2024
100063,MSPB-1,0.980988,,01/01/2024,12/31/2024
100067,MSPB-1,1.031554,,01/01/2024,12/31/2024
100068,MSPB-1,0.968344,,01/01/2024,12/31/2024
100069,MSPB-1,1.016487,,01/01/2024,12/31/2024
100071,MSPB-1,1.039669,,01/01/2024,12/31/2024
100072,MSPB-1,0.950004,,01/01/2024,12/31/2024
100073,MSPB-1,1.055731,,01/01/2024,12/31/2024
100075,MSPB-1,1.012931,,01/01/2024,12/31/2024
100077,MSPB-1,1.011935,,01/01/2024,12/31/2024
100080,MSPB-1,0.997941,,01/01/2024,12/31/2024
100084,MSPB-1,1.043583,,01/01/2024,12/31/2024
100086,MSPB-1,1.113240,,01/01/2024,12/31/2024
100087,MSPB-1,1.054301,,01/01/2024,12/31/2024
100088,MSPB-1,0.976289,,01/01/2024,12/31/2024
100090,MSPB-1,1.080340,,01/01/2024,12/31/2024
100092,MSPB-1,0.978818,,01/01/2024,12/31/2024
100093,MSPB-1,1.054332,,01/01/2024,12/31/2024
100099,MSPB-1,0.981707,,01/01/2024,12/31/2024
100105,MSPB-1,1.014551,,01/01/2024,12/31/2024
100107,MSPB-1,0.954093,,01/01/2024,12/31/2024
100109,MSPB-1,1.023520,,01/01/2024,12/31/2024
100110,MSPB-1,1.061802,,01/01/2024,12/31/2024
100113,MSPB-1,0.980178,,01/01/2024,12/31/2024
100117,MSPB-1,0.999302,,01/01/2024,12/31/2024
100118,MSPB-1,0.930763,,01/01/2024,12/31/2024
100121,MSPB-1,0.980866,,01/01/2024,12/31/2024
100122,MSPB-1,1.031265,,01/01/2024,12/31/2024
100124,MSPB-1,0.958730,,01/01/2024,12/31/2024
100125,MSPB-1,0.977284,,01/01/2024,12/31/2024
100126,MSPB-1,1.030018,,01/01/2024,12/31/2024
100127,MSPB-1,1.028589,,01/01/2024,12/31/2024
100128,MSPB-1,1.001838,,01/01/2024,12/31/2024
100130,MSPB-1,1.069989,,01/01/2024,12/31/2024
100131,MSPB-1,1.056016,,01/01/2024,12/31/2024
100132,MSPB-1,1.029219,,01/01/2024,12/31/2024
100134,MSPB-1,0.895701,,01/01/2024,12/31/2024
100135,MSPB-1,1.035620,,01/01/2024,12/31/2024
100137,MSPB-1,0.981608,,01/01/2024,12/31/2024
100140,MSPB-1,0.882493,,01/01/2024,12/31/2024
100142,MSPB-1,1.053753,,01/01/2024,12/31/2024
100150,MSPB-1,0.897162,,01/01/2024,12/31/2024
100151,MSPB-1,1.019043,,01/01/2024,12/31/2024
100154,MSPB-1,1.081525,,01/01/2024,12/31/2024
100156,MSPB-1,1.005589,,01/01/2024,12/31/2024
100157,MSPB-1,0.998763,,01/01/2024,12/31/2024
100161,MSPB-1,1.060016,,01/01/2024,12/31/2024
100166,MSPB-1,1.029473,,01/01/2024,12/31/2024
100167,MSPB-1,1.096979,,01/01/2024,12/31/2024
100168,MSPB-1,1.045829,,01/01/2024,12/31/2024
100173,MSPB-1,1.044377,,01/01/2024,12/31/2024
100175,MSPB-1,1.090647,,01/01/2024,12/31/2024
100176,MSPB-1,0.989821,,01/01/2024,12/31/2024
100177,MSPB-1,1.038835,,01/01/2024,12/31/2024
100179,MSPB-1,1.080938,,01/01/2024,12/31/2024
100180,MSPB-1,1.059352,,01/01/2024,12/31/2024
100181,MSPB-1,1.130023,,01/01/2024,12/31/2024
100183,MSPB-1,1.172107,,01/01/2024,12/31/2024
100187,MSPB-1,1.084081,,01/01/2024,12/31/2024
100189,MSPB-1,1.005805,,01/01/2024,12/31/2024
100191,MSPB-1,1.007147,,01/01/2024,12/31/2024
100200,MSPB-1,1.086615,,01/01/2024,12/31/2024
100204,MSPB-1,1.002854,,01/01/2024,12/31/2024
100206,MSPB-1,1.038452,,01/01/2024,12/31/2024
100209,MSPB-1,1.058383,,01/01/2024,12/31/2024
100211,MSPB-1,1.017820,,01/01/2024,12/31/2024
100212,MSPB-1,1.032518,,01/01/2024,12/31/2024
100213,MSPB-1,1.061066,,01/01/2024,12/31/2024
100217,MSPB-1,1.012195,,01/01/2024,12/31/2024
100220,MSPB-1,0.977272,,01/01/2024,12/31/2024
100223,MSPB-1,1.060907,,01/01/2024,12/31/2024
100224,MSPB-1,1.161780,,01/01/2024,12/31/2024
100226,MSPB-1,1.045458,,01/01/2024,12/31/2024
100228,MSPB-1,1.059625,,01/01/2024,12/31/2024
100230,MSPB-1,0.930801,,01/01/2024,12/31/2024
100231,MSPB-1,1.024540,,01/01/2024,12/31/2024
100232,MSPB-1,0.999214,,01/01/2024,12/31/2024
100236,MSPB-1,0.994380,,01/01/2024,12/31/2024
100238,MSPB-1,1.052918,,01/01/2024,12/31/2024
100242,MSPB-1,1.081497,,01/01/2024,12/31/2024
100243,MSPB-1,0.988733,,01/01/2024,12/31/2024
100244,MSPB-1,0.980805,,01/01/2024,12/31/2024
100246,MSPB-1,1.088836,,01/01/2024,12/31/2024
100248,MSPB-1,1.065237,,01/01/2024,12/31/2024
100249,MSPB-1,0.985690,,01/01/2024,12/31/2024
100252,MSPB-1,0.996193,,01/01/2024,12/31/2024
100253,MSPB-1,1.012413,,01/01/2024,12/31/2024
100254,MSPB-1,1.011359,,01/01/2024,12/31/2024
100256,MSPB-1,1.054602,,01/01/2024,12/31/2024
100258,MSPB-1,1.024755,,01/01/2024,12/31/2024
100259,MSPB-1,0.984913,,01/01/2024,12/31/2024
100260,MSPB-1,1.002070,,01/01/2024,12/31/2024
100264,MSPB-1,1.032166,,01/01/2024,12/31/2024
100265,MSPB-1,1.008558,,01/01/2024,12/31/2024
100266,MSPB-1,1.045142,,01/01/2024,12/31/2024
100267,MSPB-1,1.005827,,01/01/2024,12/31/2024
100268,MSPB-1,1.002304,,01/01/2024,12/31/2024
100269,MSPB-1,0.957013,,01/01/2024,12/31/2024
100275,MSPB-1,0.997036,,01/01/2024,12/31/2024
100276,MSPB-1,1.052940,,01/01/2024,12/31/2024
100277,MSPB-1,N/A,1,01/01/2024,12/31/2024
100281,MSPB-1,0.973801,,01/01/2024,12/31/2024
100284,MSPB-1,1.387296,,01/01/2024,12/31/2024
100285,MSPB-1,1.002063,,01/01/2024,12/31/2024
100286,MSPB-1,0.995686,,01/01/2024,12/31/2024
100287,MSPB-1,0.998330,,01/01/2024,12/31/2024
100288,MSPB-1,1.040659,,01/01/2024,12/31/2024
100289,MSPB-1,0.929675,,01/01/2024,12/31/2024
100290,MSPB-1,1.036164,,01/01/2024,12/31/2024
100291,MSPB-1,1.037998,,01/01/2024,12/31/2024
100292,MSPB-1,0.936747,29,01/01/2024,12/31/2024
100296,MSPB-1,0.972022,,01/01/2024,12/31/2024
100299,MSPB-1,1.092121,,01/01/2024,12/31/2024
100302,MSPB-1,0.982470,,01/01/2024,12/31/2024
100307,MSPB-1,1.106422,29,01/01/2024,12/31/2024
100313,MSPB-1,N/A,1,01/01/2024,12/31/2024
100314,MSPB-1,0.918199,,01/01/2024,12/31/2024
100315,MSPB-1,1.018892,,01/01/2024,12/31/2024
100316,MSPB-1,1.036354,,01/01/2024,12/31/2024
100319,MSPB-1,0.954850,,01/01/2024,12/31/2024
100320,MSPB-1,0.911249,,01/01/2024,12/31/2024
100321,MSPB-1,0.890010,29,01/01/2024,12/31/2024
100329,MSPB-1,0.992281,,01/01/2024,12/31/2024
100330,MSPB-1,0.962985,,01/01/2024,12/31/2024
100350,MSPB-1,0.903049,,01/01/2024,12/31/2024
100359,MSPB-1,1.024609,,01/01/2024,12/31/2024
100360,MSPB-1,0.989958,,01/01/2024,12/31/2024
100361,MSPB-1,0.968881,29,01/01/2024,12/31/2024
100362,MSPB-1,0.997507,,01/01/2024,12/31/2024
100363,MSPB-1,0.884250,,01/01/2024,12/31/2024
110001,MSPB-1,0.940613,,01/01/2024,12/31/2024
110002,MSPB-1,1.019762,,01/01/2024,12/31/2024
110003,MSPB-1,0.994613,,01/01/2024,12/31/2024
110005,MSPB-1,0.964224,,01/01/2024,12/31/2024
110006,MSPB-1,0.993982,,01/01/2024,12/31/2024
110007,MSPB-1,0.929390,,01/01/2024,12/31/2024
110008,MSPB-1,0.938051,,01/01/2024,12/31/2024
110010,MSPB-1,0.939018,,01/01/2024,12/31/2024
110011,MSPB-1,1.050244,,01/01/2024,12/31/2024
110015,MSPB-1,1.005833,,01/01/2024,12/31/2024
110016,MSPB-1,0.933431,,01/01/2024,12/31/2024
110018,MSPB-1,0.976296,,01/01/2024,12/31/2024
110023,MSPB-1,0.870544,,01/01/2024,12/31/2024
110024,MSPB-1,1.009344,,01/01/2024,12/31/2024
110025,MSPB-1,0.964857,,01/01/2024,12/31/2024
110027,MSPB-1,0.951746,,01/01/2024,12/31/2024
110028,MSPB-1,1.018678,,01/01/2024,12/31/2024
110029,MSPB-1,0.962603,,01/01/2024,12/31/2024
110030,MSPB-1,0.941296,,01/01/2024,12/31/2024
110031,MSPB-1,1.000757,,01/01/2024,12/31/2024
110032,MSPB-1,0.886829,,01/01/2024,12/31/2024
110034,MSPB-1,1.039374,,01/01/2024,12/31/2024
110035,MSPB-1,0.952729,,01/01/2024,12/31/2024
110036,MSPB-1,1.045831,,01/01/2024,12/31/2024
110038,MSPB-1,1.001664,,01/01/2024,12/31/2024
110041,MSPB-1,0.836315,,01/01/2024,12/31/2024
110042,MSPB-1,0.882205,,01/01/2024,12/31/2024
110043,MSPB-1,1.049987,,01/01/2024,12/31/2024
110044,MSPB-1,0.882754,,01/01/2024,12/31/2024
110045,MSPB-1,0.853056,,01/01/2024,12/31/2024
110046,MSPB-1,0.947361,,01/01/2024,12/31/2024
110050,MSPB-1,0.779846,,01/01/2024,12/31/2024
110051,MSPB-1,1.057889,,01/01/2024,12/31/2024
110054,MSPB-1,0.990634,,01/01/2024,12/31/2024
110064,MSPB-1,1.083302,,01/01/2024,12/31/2024
110069,MSPB-1,0.937270,,01/01/2024,12/31/2024
110071,MSPB-1,0.898760,,01/01/2024,12/31/2024
110073,MSPB-1,0.882376,,01/01/2024,12/31/2024
110074,MSPB-1,0.953703,,01/01/2024,12/31/2024
110075,MSPB-1,1.038881,,01/01/2024,12/31/2024
110076,MSPB-1,0.969904,,01/01/2024,12/31/2024
110078,MSPB-1,0.949139,,01/01/2024,12/31/2024
110079,MSPB-1,0.983985,,01/01/2024,12/31/2024
110082,MSPB-1,0.932971,,01/01/2024,12/31/2024
110083,MSPB-1,0.937387,,01/01/2024,12/31/2024
110086,MSPB-1,1.028387,,01/01/2024,12/31/2024
110087,MSPB-1,1.027690,,01/01/2024,12/31/2024
110089,MSPB-1,0.990139,,01/01/2024,12/31/2024
110091,MSPB-1,0.960453,,01/01/2024,12/31/2024
110092,MSPB-1,1.165951,,01/01/2024,12/31/2024
110095,MSPB-1,0.929781,,01/01/2024,12/31/2024
110100,MSPB-1,N/A,1,01/01/2024,12/31/2024
110101,MSPB-1,0.919761,,01/01/2024,12/31/2024
110104,MSPB-1,0.869043,,01/01/2024,12/31/2024
110105,MSPB-1,0.914448,,01/01/2024,12/31/2024
110107,MSPB-1,1.010346,,01/01/2024,12/31/2024
110109,MSPB-1,0.909400,,01/01/2024,12/31/2024
110111,MSPB-1,0.893272,,01/01/2024,12/31/2024
110113,MSPB-1,1.010652,,01/01/2024,12/31/2024
110121,MSPB-1,0.965522,,01/01/2024,12/31/2024
110122,MSPB-1,0.952110,,01/01/2024,12/31/2024
110124,MSPB-1,1.098830,,01/01/2024,12/31/2024
110125,MSPB-1,0.955381,,01/01/2024,12/31/2024
110128,MSPB-1,0.892629,,01/01/2024,12/31/2024
110129,MSPB-1,1.004196,,01/01/2024,12/31/2024
110132,MSPB-1,0.880305,,01/01/2024,12/31/2024
110142,MSPB-1,1.043544,,01/01/2024,12/31/2024
110143,MSPB-1,0.949112,,01/01/2024,12/31/2024
110146,MSPB-1,0.933709,,01/01/2024,12/31/2024
110150,MSPB-1,0.863863,,01/01/2024,12/31/2024
110161,MSPB-1,0.930971,,01/01/2024,12/31/2024
110164,MSPB-1,1.011150,,01/01/2024,12/31/2024
110165,MSPB-1,1.049513,,01/01/2024,12/31/2024
110168,MSPB-1,0.965179,,01/01/2024,12/31/2024
110177,MSPB-1,0.966315,,01/01/2024,12/31/2024
110184,MSPB-1,0.906116,,01/01/2024,12/31/2024
110191,MSPB-1,0.986351,,01/01/2024,12/31/2024
110192,MSPB-1,1.014345,,01/01/2024,12/31/2024
110194,MSPB-1,0.816383,,01/01/2024,12/31/2024
110198,MSPB-1,0.949480,,01/01/2024,12/31/2024
110200,MSPB-1,1.069733,,01/01/2024,12/31/2024
110201,MSPB-1,1.004500,,01/01/2024,12/31/2024
110209,MSPB-1,1.292798,,01/01/2024,12/31/2024
110215,MSPB-1,0.926673,,01/01/2024,12/31/2024
110225,MSPB-1,0.909407,,01/01/2024,12/31/2024
110226,MSPB-1,0.897169,,01/01/2024,12/31/2024
110229,MSPB-1,0.919905,,01/01/2024,12/31/2024
110230,MSPB-1,0.899632,,01/01/2024,12/31/2024
110233,MSPB-1,1.082536,,01/01/2024,12/31/2024
110234,MSPB-1,N/A,1,01/01/2024,12/31/2024
110236,MSPB-1,1.075644,,01/01/2024,12/31/2024
110237,MSPB-1,0.827789,,01/01/2024,12/31/2024
110252,MSPB-1,0.958673,,01/01/2024,12/31/2024
120001,MSPB-1,0.932265,,01/01/2024,12/31/2024
120002,MSPB-1,0.858838,,01/01/2024,12/31/2024
120005,MSPB-1,0.891252,,01/01/2024,12/31/2024
120006,MSPB-1,0.912553,,01/01/2024,12/31/2024
120007,MSPB-1,0.942466,,01/01/2024,12/31/2024
120011,MSPB-1,0.823874,,01/01/2024,12/31/2024
120014,MSPB-1,0.819042,,01/01/2024,12/31/2024
120019,MSPB-1,0.854997,,01/01/2024,12/31/2024
120022,MSPB-1,0.953999,,01/01/2024,12/31/2024
120026,MSPB-1,0.916684,,01/01/2024,12/31/2024
120028,MSPB-1,0.854895,,01/01/2024,12/31/2024
130002,MSPB-1,0.939164,,01/01/2024,12/31/2024
130003,MSPB-1,1.073295,,01/01/2024,12/31/2024
130006,MSPB-1,0.956921,,01/01/2024,12/31/2024
130007,MSPB-1,1.018260,,01/01/2024,12/31/2024
130013,MSPB-1,0.983191,,01/01/2024,12/31/2024
130014,MSPB-1,0.908711,,01/01/2024,12/31/2024
130018,MSPB-1,0.999545,,01/01/2024,12/31/2024
130025,MSPB-1,1.006089,,01/01/2024,12/31/2024
130028,MSPB-1,0.998356,,01/01/2024,12/31/2024
130049,MSPB-1,1.001177,,01/01/2024,12/31/2024
130063,MSPB-1,0.899942,,01/01/2024,12/31/2024
130065,MSPB-1,0.969045,,01/01/2024,12/31/2024
130066,MSPB-1,0.970464,,01/01/2024,12/31/2024
130071,MSPB-1,0.916856,,01/01/2024,12/31/2024
130074,MSPB-1,1.012769,,01/01/2024,12/31/2024
140001,MSPB-1,0.930271,,01/01/2024,12/31/2024
140002,MSPB-1,0.934336,,01/01/2024,12/31/2024
140007,MSPB-1,1.074982,29,01/01/2024,12/31/2024
140008,MSPB-1,1.014343,,01/01/2024,12/31/2024
140010,MSPB-1,0.969968,,01/01/2024,12/31/2024
140011,MSPB-1,1.012441,,01/01/2024,12/31/2024
140012,MSPB-1,0.959002,,01/01/2024,12/31/2024
140013,MSPB-1,0.987476,,01/01/2024,12/31/2024
140015,MSPB-1,0.998405,,01/01/2024,12/31/2024
140018,MSPB-1,0.990321,,01/01/2024,12/31/2024
140029,MSPB-1,0.959801,,01/01/2024,12/31/2024
140030,MSPB-1,0.993110,,01/01/2024,12/31/2024
140032,MSPB-1,0.941343,,01/01/2024,12/31/2024
140034,MSPB-1,0.917793,,01/01/2024,12/31/2024
140043,MSPB-1,0.964454,,01/01/2024,12/31/2024
140046,MSPB-1,0.982468,,01/01/2024,12/31/2024
140048,MSPB-1,0.938653,,01/01/2024,12/31/2024
140049,MSPB-1,0.953813,,01/01/2024,12/31/2024
140052,MSPB-1,1.002292,,01/01/2024,12/31/2024
140053,MSPB-1,1.051025,,01/01/2024,12/31/2024
140054,MSPB-1,0.975291,,01/01/2024,12/31/2024
140059,MSPB-1,1.004254,,01/01/2024,12/31/2024
140062,MSPB-1,0.986046,,01/01/2024,12/31/2024
140063,MSPB-1,0.904300,,01/01/2024,12/31/2024
140064,MSPB-1,0.958640,,01/01/2024,12/31/2024
140065,MSPB-1,1.066430,,01/01/2024,12/31/2024
140067,MSPB-1,0.966688,,01/01/2024,12/31/2024
140068,MSPB-1,1.127550,,01/01/2024,12/31/2024
140077,MSPB-1,0.883379,,01/01/2024,12/31/2024
140080,MSPB-1,1.076558,29,01/01/2024,12/31/2024
140082,MSPB-1,1.115434,,01/01/2024,12/31/2024
140083,MSPB-1,1.175647,,01/01/2024,12/31/2024
140084,MSPB-1,1.001200,,01/01/2024,12/31/2024
140088,MSPB-1,0.989228,,01/01/2024,12/31/2024
140089,MSPB-1,0.933451,,01/01/2024,12/31/2024
140091,MSPB-1,0.955651,,01/01/2024,12/31/2024
140093,MSPB-1,0.929257,,01/01/2024,12/31/2024
140095,MSPB-1,1.015553,,01/01/2024,12/31/2024
140100,MSPB-1,1.040492,,01/01/2024,12/31/2024
140101,MSPB-1,1.038370,,01/01/2024,12/31/2024
140103,MSPB-1,1.029066,,01/01/2024,12/31/2024
140110,MSPB-1,1.020907,,01/01/2024,12/31/2024
140113,MSPB-1,0.983042,,01/01/2024,12/31/2024
140114,MSPB-1,1.078526,,01/01/2024,12/31/2024
140115,MSPB-1,1.009087,,01/01/2024,12/31/2024
140116,MSPB-1,1.000618,,01/01/2024,12/31/2024
140117,MSPB-1,1.124370,29,01/01/2024,12/31/2024
140119,MSPB-1,0.940119,,01/01/2024,12/31/2024
140120,MSPB-1,0.905860,,01/01/2024,12/31/2024
140122,MSPB-1,1.022864,,01/01/2024,12/31/2024
140124,MSPB-1,0.977023,,01/01/2024,12/31/2024
140125,MSPB-1,0.998201,,01/01/2024,12/31/2024
140127,MSPB-1,0.960208,,01/01/2024,12/31/2024
140130,MSPB-1,0.952048,,01/01/2024,12/31/2024
140133,MSPB-1,0.993691,,01/01/2024,12/31/2024
140135,MSPB-1,1.030914,,01/01/2024,12/31/2024
140137,MSPB-1,0.924824,,01/01/2024,12/31/2024
140145,MSPB-1,0.967986,,01/01/2024,12/31/2024
140148,MSPB-1,1.030110,,01/01/2024,12/31/2024
140150,MSPB-1,1.037908,,01/01/2024,12/31/2024
140155,MSPB-1,0.968283,29,01/01/2024,12/31/2024
140158,MSPB-1,1.071303,,01/01/2024,12/31/2024
140160,MSPB-1,1.049463,,01/01/2024,12/31/2024
140161,MSPB-1,0.922916,,01/01/2024,12/31/2024
140162,MSPB-1,0.963882,,01/01/2024,12/31/2024
140164,MSPB-1,1.074073,,01/01/2024,12/31/2024
140166,MSPB-1,0.997743,,01/01/2024,12/31/2024
140172,MSPB-1,1.027870,,01/01/2024,12/31/2024
140174,MSPB-1,0.931321,29,01/01/2024,12/31/2024
140177,MSPB-1,1.048758,,01/01/2024,12/31/2024
140179,MSPB-1,0.948310,,01/01/2024,12/31/2024
140180,MSPB-1,1.028862,29,01/01/2024,12/31/2024
140181,MSPB-1,1.020717,,01/01/2024,12/31/2024
140182,MSPB-1,1.010667,,01/01/2024,12/31/2024
140184,MSPB-1,1.088915,,01/01/2024,12/31/2024
140185,MSPB-1,0.962679,,01/01/2024,12/31/2024
140186,MSPB-1,1.094978,,01/01/2024,12/31/2024
140187,MSPB-1,1.004345,,01/01/2024,12/31/2024
140189,MSPB-1,0.925813,,01/01/2024,12/31/2024
140191,MSPB-1,1.032818,,01/01/2024,12/31/2024
140197,MSPB-1,1.063085,,01/01/2024,12/31/2024
140200,MSPB-1,0.983855,,01/01/2024,12/31/2024
140202,MSPB-1,0.996358,,01/01/2024,12/31/2024
140206,MSPB-1,1.049670,,01/01/2024,12/31/2024
140208,MSPB-1,0.969985,,01/01/2024,12/31/2024
140209,MSPB-1,0.974802,,01/01/2024,12/31/2024
